1 -5.675099598436619e-6
2 -7.3033450013043306e-6
3 -7.410411616517762e-6
4 -7.708300693937116e-6
5 -8.27305855470824e-6
6 -9.449105684730682e-6
7 -9.773976547845522e-6
8 -1.0038268447856817e-5
9 1.4835246733436257e-5
10 2.4558718095916264e-5
11 4.223578692471686e-5
12 4.2993766176279125e-5
13 4.430815961491213e-5
14 -4.6119301455349375e-5
15 4.695674393652299e-5
16 4.853237475889291e-5
17 -4.860003069464992e-5
18 4.994100375419642e-5
19 -5.115609668446019e-5
20 5.2331752929342874e-5
21 5.343714790745668e-5
22 5.691081089288467e-5
23 5.696667125602915e-5
24 5.842733090469992e-5
25 -6.310838555437756e-5
26 7.083725133088998e-5
27 -7.635843669456697e-5
28 -8.145839857587286e-5
29 -8.28311875063276e-5
30 -8.569802134388226e-5
31 -8.718981111602405e-5
32 -9.263009579392506e-5
33 9.822680801192574e-5
34 9.902485765989355e-5
35 0.00010369481926559623
36 0.00010611342730434739
37 0.00010662463710574299
38 0.00010883021324653305
39 0.00011100330342043966
40 0.00011115111640641637
41 0.00011587604387187194
42 -0.0001183060449717508
43 0.00011905831763603528
44 -0.00012429392427235511
45 -0.00012476940319849244
46 -0.0001253227940668656
47 0.00013556626706870433
48 0.0001360052641125127
49 0.00013639636966660226
50 0.00013730921864911204
51 0.00013889905899655786
52 0.00014096934884211908
53 0.00014356669920074288
54 -0.0001467825977564292
55 -0.00014852809333090207
56 -0.00015233111955917505
57 -0.00015419537888305805
58 -0.00015548001384265418
59 0.0001576552860939257
60 0.00016482858023473952
61 0.00016673236685440498
62 0.0001668851613900984
63 0.0001689879605075727
64 0.00017281143807842633
65 -0.0001764970888029213
66 0.00017812657898085154
67 0.0001785387034178929
68 0.00019233412002073858
69 0.00019888261722325796
70 0.00020490082873519036
71 -0.00020494445752562736
72 -0.00020588674957793042
73 0.00020592868810419434
74 -0.0002065766974325801
75 -0.0002078413679941408
76 -0.00021003207341592517
77 0.00021035771652855225
78 -0.00021200976983524808
79 -0.00021316958911533505
80 0.00021423759846020467
81 -0.00021887860489117416
82 -0.00021892716506613052
83 0.0002269776403046965
84 0.0002276274076742004
85 0.00023234890592561768
86 0.0002479690451966339
87 0.00025878241261798073
88 0.0002640489399757419
89 0.0002700024842466459
90 0.000271944959520497
91 0.0002779100988778029
92 0.0002820006109578154
93 0.0002828420558505393
94 0.0003176764837828661
95 0.0003194417909409267
96 0.0003212567843607487
97 0.00032325349183877117
98 0.0003249835122964114
99 0.00032538788035611207
100 0.00032642943190663257
